Country Name,Country Code,Series Name,Series Code,2015 [YR2015]
Middle East & North Africa (excluding high income),MNA,"Population, total",SP.POP.TOTL,363975550
Middle East & North Africa (excluding high income),MNA,Land area (sq. km),AG.LND.TOTL.K2,8641089
Middle East & North Africa (excluding high income),MNA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,4054.4063161644
Middle East & North Africa (excluding high income),MNA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.0002961166458
Middle East & North Africa (excluding high income),MNA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,11.7804886894826
Middle East & North Africa (IDA & IBRD countries),TMN,"Population, total",SP.POP.TOTL,359705458
Middle East & North Africa (IDA & IBRD countries),TMN,Land area (sq. km),AG.LND.TOTL.K2,8635069
Middle East & North Africa (IDA & IBRD countries),TMN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,4068.30503422962
Middle East & North Africa (IDA & IBRD countries),TMN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.9950526148397
Middle East & North Africa (IDA & IBRD countries),TMN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,11.6665489566695
Middle income,MIC,"Population, total",SP.POP.TOTL,5523478045
Middle income,MIC,Land area (sq. km),AG.LND.TOTL.K2,79522195.8
Middle income,MIC,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,4646.89268511704
Middle income,MIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.1428803237129
Middle income,MIC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.4405531390453
North America,NAC,"Population, total",SP.POP.TOTL,356403308
North America,NAC,Land area (sq. km),AG.LND.TOTL.K2,18113064
North America,NAC,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,51984.0532555471
North America,NAC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.0122080964003
North America,NAC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.45792237771348
Not classified,INX,"Population, total",SP.POP.TOTL,..
Not classified,INX,Land area (sq. km),AG.LND.TOTL.K2,..
Not classified,INX,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..
Not classified,INX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Not classified,INX,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..
OECD members,OED,"Population, total",SP.POP.TOTL,1327835747
OECD members,OED,Land area (sq. km),AG.LND.TOTL.K2,35446571.93
OECD members,OED,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,37140.764557761
OECD members,OED,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.8122638364418
OECD members,OED,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.82919041753478
Other small states,OSS,"Population, total",SP.POP.TOTL,28948869
Other small states,OSS,Land area (sq. km),AG.LND.TOTL.K2,2031676
Other small states,OSS,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,13755.0571451115
Other small states,OSS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.405236123087
Other small states,OSS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,10.1564924313363
Pacific island small states,PSS,"Population, total",SP.POP.TOTL,2355672
Pacific island small states,PSS,Land area (sq. km),AG.LND.TOTL.K2,64200
Pacific island small states,PSS,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,3243.98095986252
Pacific island small states,PSS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.4444587743698
Pacific island small states,PSS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.92312535297331
Post-demographic dividend,PST,"Population, total",SP.POP.TOTL,1096873760
Post-demographic dividend,PST,Land area (sq. km),AG.LND.TOTL.K2,31335005.33
Post-demographic dividend,PST,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,41998.0754125972
Post-demographic dividend,PST,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.3949932756195
Post-demographic dividend,PST,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.86642431143695
Pre-demographic dividend,PRE,"Population, total",SP.POP.TOTL,845759344
Pre-demographic dividend,PRE,Land area (sq. km),AG.LND.TOTL.K2,20270647.424
Pre-demographic dividend,PRE,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1524.63250675751
Pre-demographic dividend,PRE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,59.5119589254375
Pre-demographic dividend,PRE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.12297399044596
Small states,SST,"Population, total",SP.POP.TOTL,38526747
Small states,SST,Land area (sq. km),AG.LND.TOTL.K2,2500726
Small states,SST,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,12288.0556276241
Small states,SST,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.6140103387538
Small states,SST,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,9.89007504029522
South Asia,SAS,"Population, total",SP.POP.TOTL,1749417068
South Asia,SAS,Land area (sq. km),AG.LND.TOTL.K2,4770760
South Asia,SAS,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1594.05863916995
South Asia,SAS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.6419006832955
South Asia,SAS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.24545919760407
South Asia (IDA & IBRD),TSA,"Population, total",SP.POP.TOTL,1749417068
South Asia (IDA & IBRD),TSA,Land area (sq. km),AG.LND.TOTL.K2,4770760
South Asia (IDA & IBRD),TSA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1594.05863916995
South Asia (IDA & IBRD),TSA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.6419006832955
South Asia (IDA & IBRD),TSA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.24545919760407
Sub-Saharan Africa,SSF,"Population, total",SP.POP.TOTL,995458480
Sub-Saharan Africa,SSF,Land area (sq. km),AG.LND.TOTL.K2,23852942.338
Sub-Saharan Africa,SSF,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1698.45644991139
Sub-Saharan Africa,SSF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,59.9528305545162
Sub-Saharan Africa,SSF,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.78072834240052
Sub-Saharan Africa (excluding high income),SSA,"Population, total",SP.POP.TOTL,994102456
Sub-Saharan Africa (excluding high income),SSA,Land area (sq. km),AG.LND.TOTL.K2,23850452.338
Sub-Saharan Africa (excluding high income),SSA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1687.50099301971
Sub-Saharan Africa (excluding high income),SSA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,59.9331929568908
Sub-Saharan Africa (excluding high income),SSA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.77812884131734
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Population, total",SP.POP.TOTL,995458480
Sub-Saharan Africa (IDA & IBRD countries),TSS,Land area (sq. km),AG.LND.TOTL.K2,23852942.338
Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1698.45644991139
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,59.9528305545162
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.78072834240052
Upper middle income,UMC,"Population, total",SP.POP.TOTL,2773653732
Upper middle income,UMC,Land area (sq. km),AG.LND.TOTL.K2,57587617.4
Upper middle income,UMC,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,7411.69086170798
Upper middle income,UMC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.59715009427
Upper middle income,UMC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.6761377285578
World,WLD,"Population, total",SP.POP.TOTL,7338978658
World,WLD,Land area (sq. km),AG.LND.TOTL.K2,129880684.495
World,WLD,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,10349.9737585629
World,WLD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.947383925138
World,WLD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.63149395070885
,,,,
,,,,
,,,,
Data from database: World Development Indicators,,,,
Last Updated: 04/26/2021,,,,
